X,Y,OBJECTID,ETE_CD,ETE_NM,ETE_ACH_CD,ETE_AA_OPERACAO,ETE_DS_STATUS,ETE_DS_INTEGRADO,ETE_DS_TOTAL,ETE_DS_TIPOLOGIA,ETE_NM_CORPORECEPTOR,ETE_QT_POPPROJ,ETE_PC_REMOCAODBO,ETE_PC_REMOCAOP,ETE_PC_REMOCAON,ETE_MUN_CD_IBGE,ETE_NM_REGIAOMETROP,ETE_DS_TIPOLOGRESUMIDA
-54.3025994229999,-22.4865209389999,1,5005103_ETE_2,ETE Jateí II,8638287,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,5005103, ,RAN
-56.4355419999999,-14.399347,2,5103502_ETE_1,ETE COHAB Morumbi,89999466,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.75,0,0,5103502, ,LAG
-47.342633,-2.97428099999996,3,1505502_ETE_2,ETE Morada dos Ventos,714263,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1505502, ,RAN
-32.42846415,-3.84761852699995,4,2605459_ETE_1,ETE Boldró,0,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.77999997,0,0,2605459, ,LAG
-45.558483805,-20.1225766219999,5,3135308_ETE_2,ETE Capoeirão,7699582,0,Ativa,Não,Sim,Lagoa Facultativa,Córrego Gotano,0,0.77999997,0,0,3135308, ,LAG
-50.3919539999999,-20.01478,6,3534757_ETE_1,ETE Ouroeste,8681414,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.87,0,0,3534757, ,LAG
-51.358901902,-22.0496443239999,7,3541406_ETE_5,ETE Montalvão,86534643,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.89999998,0,0,3541406, ,LAG
-67.8301939999999,-9.94736099999994,8,1200401_ETE_2,ETE Conquista,4926581,0,Ativa,Não,Sim,Lodos Ativados de Aeração Prolongada, ,0,0.86000001,0,0,1200401, ,LAT
-67.7855279999999,-9.96366699999993,9,1200401_ETE_4,ETE São Francisco - Rio Branco,4926591,0,Ativa,Não,Sim,Reator Rotativo Aerado com Leito Fixo (BIODRUM) + Decantador, ,0,0.95999998,0,0,1200401, ,MIS
-67.7679919999999,-10.033656,10,1200401_ETE_1,ETE Cidade do Povo,4926592,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.70999998,0,0,1200401, ,RAN
-67.7908389999999,-9.93123899999995,11,1200401_ETE_3,ETE Redenção - Rio Branco,492656,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.75,0,0,1200401, ,RAN
-35.9042899999999,-9.82910199999998,12,2700607_ETE_1,ETE Barra de São Miguel,7599223,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico + Decantador, ,0,0.60000002,0,0,2700607,RM Maceió - AL,RAN
-37.1271669999999,-9.69513899999993,13,2700706_ETE_1,ETE Batalha,7611413,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoa Decantação/Facultativa/Maturação/Polimento, ,0,0.86000001,0,0,2700706, ,RAN
-36.150528,-9.39347199999997,14,2701308_ETE_2,ETE Celina Amorim,75987151,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,2701308,RM do Vale do Paraíba - AL,RAN
-36.1523809999999,-9.38628599999993,15,2701308_ETE_3,ETE Palmery 1,75987151,0,Ativa,Não,Sim,Fossa Séptica/Tanque Imhoff/Decanto-Digestor/Biodigestor, ,0,0.5,0,0,2701308,RM do Vale do Paraíba - AL,SIM
-36.149778,-9.39952799999998,16,2701308_ETE_5,ETE Rua Nova,7598714,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,2701308,RM do Vale do Paraíba - AL,RAN
-36.155808,-9.39567799999998,17,2701308_ETE_4,ETE Palmery 2,7598714,0,Ativa,Não,Sim,Fossa Séptica/Tanque Imhoff/Decanto-Digestor/Biodigestor, ,0,0.5,0,0,2701308,RM do Vale do Paraíba - AL,SIM
-36.080723,-9.40388099999996,18,2701704_ETE_1,ETE Capela - AL,759855,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2701704,RM do Vale do Paraíba - AL,LAG
-35.407114007,-8.83806499599996,19,2703502_ETE_1,ETE Residencial Amaro Felix,7594213,0,Inativa/abandonada/desativada,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,2703502,RM da Zona da Mata - AL,SIM
-35.5222350029999,-8.94803099999996,20,2703908_ETE_1,ETE Residencial Maria de Lourdes Rufino da Silva,7595293,0,Inativa/abandonada/desativada,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,2703908,RM da Zona da Mata - AL,LAT
-35.7495969999999,-9.68039299999998,21,2704302_ETE_1,EPC Maceió,0,0,Ativa,Não,Sim,EPC - Estação de Pré Condicionamento (Peneiramento/Gradeamento/Primário),Emissário submarino,0,0.30000001,0,0,2704302,RM Maceió - AL,SIM
-35.716035,-9.54191499999996,22,2704302_ETE_3,ETE Benedito Bentes Velha,759593,0,Ativa,Não,Sim,Lagoas Aeradas em Série, ,0,0.75,0,0,2704302,RM Maceió - AL,LAG
-35.2298249999999,-9.00319199999996,23,2704500_ETE_1,ETE Maragogi,7595162,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoas de Maturação em Série, ,0,0.75,0,0,2704500, ,LAG
-35.902024238,-9.74293421099998,24,2704708_ETE_2,ETE Lagoa de Tratamento,759821,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2704708,RM Maceió - AL,LAG
-35.8929052949999,-9.71100806699997,25,2704708_ETE_1,ETE Compacta,759831,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,2704708,RM Maceió - AL,RAN
-35.911159497,-9.34870334499993,26,2705507_ETE_2,ETE Conjunto Pedro  Tenório Raposo,7596331,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2705507,RM da Zona da Mata - AL,LAG
-35.941292,-9.31868399999996,27,2705507_ETE_1,ETE Conjunto Olavo Calheiros Novais,7596333,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,2705507,RM da Zona da Mata - AL,LAG
-36.6415771859999,-9.43421264599993,28,2706307_ETE_1,ETE Residencial Edval Gaia,7599894,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,2706307,RM de Palmeira dos Índios - AL,LAT
-38.417225,-12.929793,29,2927408_ETE_34,ETE Jardim Limeira,77179322,0,Ativa,Não,Sim,Lagoa Aerada, ,0,0.77999997,0,0,2927408,RM Salvador - BA,LAG
-36.647813018,-9.42709458299993,30,2706307_ETE_2,ETE Residencial Palmeiras,7599894,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2706307,RM de Palmeira dos Índios - AL,RAN
-37.422108,-9.75032799999997,31,2706406_ETE_1,ETE Pão de Açúcar,7611552,0,Inativa/abandonada/desativada,Não,Sim,Lagoa Anaeróbia + Lagoas Facultativas em Série, ,0,0.85000002,0,0,2706406, ,LAG
-36.588023887,-10.303969491,32,2706703_ETE_1,ETE Penedo,7611173,0,Inativa/abandonada/desativada,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa + Lagoa de Maturação, ,0,0.80000001,0,0,2706703, ,LAG
-36.8374719999999,-10.191,33,2707503_ETE_1,ETE Porto Real do Colégio,761119732,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,2707503, ,RAN
-36.4673430129999,-9.31470778299996,34,2707602_ETE_2,ETE Residencial Geraldo Passos,7598777,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707602,RM do Vale do Paraíba - AL,RAN
-36.480557483,-9.32429104599993,35,2707602_ETE_1,ETE Residencial Frederico Maia Nobre,75987761,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707602,RM do Vale do Paraíba - AL,RAN
-35.8404086479999,-9.48150214999993,36,2707701_ETE_7,ETE Residencial Francisco Tavares Granja,7596311,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.8517689569999,-9.47433892299995,37,2707701_ETE_6,ETE José Carlos Pierocetti,7596311,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.832880394,-9.46964557499996,38,2707701_ETE_5,ETE Demorisvaldo Targino Wanderley,7595923,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.827567389,-9.48114999199993,39,2707701_ETE_8,ETE Teotônio Brandão Vilela,7596311,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.8103894999999,-9.51536416299996,40,2707701_ETE_2,ETE Bosque dos Palmares,7595923,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.805857186,-9.52559514099994,41,2707701_ETE_1,ETE Bom Jardim - Rio Largo,7595923,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707701,RM Maceió - AL,RAN
-35.8166060959999,-9.59854637299998,42,2707909_ETE_1,ETE Centro,759613,0,Inativa/abandonada/desativada,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,2707909,RM Maceió - AL,RAN
-36.080440586,-9.79976892099995,43,2708600_ETE_1,ETE Edgar Palmeira,759923,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,2708600,RM de Caetés - AL,RAN
-36.112628822,-9.81542407199993,44,2708600_ETE_2,ETE Novo São Miguel,759942,0,Ativa,Não,Sim,Lodos Ativados em Batelada - SBR Sequencing Batch Reactor/ICEAS Aeração Prolongada c/Ciclos Intermitentes, ,0,0.89999998,0,0,2708600,RM de Caetés - AL,LAT
-36.0319,-9.17294999999996,45,2709301_ETE_1,ETE União dos Palmares,7596372,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.88999999,0,0,2709301,RM da Zona da Mata - AL,LAG
-59.999394235,-2.96573795699993,46,1302603_ETE_73,ETE Viver Melhor,4811223,0,Ativa,Não,Sim,Lodos Ativados em Batelada - SBR Sequencing Batch Reactor/ICEAS Aeração Prolongada c/Ciclos Intermitentes, ,0,0.89999998,0,0,1302603,RM Manaus - AM,LAT
-59.97572381,-3.00907012799996,47,1302603_ETE_31,ETE Graúna - Panamá,4811223,0,Ativa,Não,Sim,Lodos Ativados de Tanque Profundo (DEEP SHAFT), ,0,0.83999997,0,0,1302603,RM Manaus - AM,LAT
-60.070696528,-3.06861513599995,48,1302603_ETE_4,ETE Augusto Montenegro II,481121,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-60.0681223399999,-3.06665015699997,49,1302603_ETE_5,ETE Augusto Montenegro III,481121,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.921451894,-3.09191965099996,50,1302603_ETE_10,ETE Cidadão IX - ETE I,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9222698569999,-3.09333297899997,51,1302603_ETE_11,ETE Cidadão IX - ETE II,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.990641474,-2.98647128799996,52,1302603_ETE_12,ETE Cidadão XII - ETE I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.991410921,-2.98811523799998,53,1302603_ETE_13,ETE Cidadão XII - ETE II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9885787549999,-2.99133958299996,54,1302603_ETE_14,ETE Cidadão XII - ETE III,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-38.855997987,-15.854947529,55,2903409_ETE_1,ETE Belmonte,775111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.75,0,0,2903409, ,RAN
-59.9883938569999,-2.99405825099996,56,1302603_ETE_15,ETE Cidadão XII - ETE IV,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988823367,-3.01425744499994,57,1302603_ETE_21,ETE Galiléia 01,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.985184975,-3.01306730299996,58,1302603_ETE_22,ETE Galiléia 02,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9867446659999,-3.01509041699995,59,1302603_ETE_23,ETE Galiléia 03,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988204891,-3.01582853899993,60,1302603_ETE_24,ETE Galiléia 04,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.989987501,-3.01635501499993,61,1302603_ETE_25,ETE Galiléia 05,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9896999919999,-3.01875722099993,62,1302603_ETE_26,ETE Galiléia 06,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9869500409999,-3.01357321299997,63,1302603_ETE_27,ETE Galiléia 07,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9888216049999,-3.01546832999998,64,1302603_ETE_28,ETE Galiléia 08,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.989942554,-3.01308537099993,65,1302603_ETE_29,ETE Galiléia 09,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.985393949,-3.01156775099997,66,1302603_ETE_30,ETE Galiléia 10,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-60.0593057689999,-3.06227209299993,67,1302603_ETE_32,ETE Jardim de Versalles,481121,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-60.021875516,-3.06162694099993,68,1302603_ETE_34,ETE João Bosco Torquato,48111,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9967844669999,-3.09081789799995,69,1302603_ETE_50,ETE Parque dos Rios II (Módulo I),4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.997124323,-3.09018441299997,70,1302603_ETE_51,ETE Parque dos Rios II (Módulo II),4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.982572913,-3.02042045199994,71,1302603_ETE_53,ETE Renato Souza Pinto II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9824187529999,-3.02234849499996,72,1302603_ETE_54,ETE Ribeiro Júnior I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9835405379999,-3.02433802599995,73,1302603_ETE_55,ETE Ribeiro Júnior II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9808389679999,-3.02298649399995,74,1302603_ETE_56,ETE Ribeiro Júnior III,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.996597907,-3.05067154999995,75,1302603_ETE_58,ETE São Judas Tadeu,48111,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.988700762,-3.00679760199995,76,1302603_ETE_63,ETE Vila da Barra I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-47.406422,-21.5052959999999,77,3547601_ETE_1,ETE Nosso Teto,868425441,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.81,0,0,3547601, ,LAG
-59.986001105,-3.00995913499997,78,1302603_ETE_64,ETE Vila da Barra II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.990557371,-3.01138192199994,79,1302603_ETE_65,ETE Vila da Barra III,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.946815526,-3.03325015599995,80,1302603_ETE_66,ETE Vila Nova I,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9444264539999,-3.03028030999997,81,1302603_ETE_67,ETE Vila Nova II,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-44.634106,-13.338051,82,2909307_ETE_1,ETE Correntina,764611153,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.75,0,0,2909307, ,LAG
-59.947111693,-3.02816565799998,83,1302603_ETE_68,ETE Vila Nova III,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.965076336,-3.02371814199995,84,1302603_ETE_69,ETE Vila Real I,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.964807208,-3.02320356199994,85,1302603_ETE_70,ETE Vila Real II,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9681149309999,-3.05017996499993,86,1302603_ETE_71,ETE Vila Rica I,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.935959968,-3.00813183699995,87,1302603_ETE_16,ETE Cidade de Deus,4811223,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-40.1254329999999,-2.89611399999995,88,2300200_ETE_1,ETE Massapê - Acaraú,7521125,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.75,0,0,2300200, ,LAG
-59.91974512,-3.06838662599995,89,1302603_ETE_38,ETE Nova Vitória - ETE I,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919803492,-3.06848070499996,90,1302603_ETE_39,ETE Nova Vitória - ETE II,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9198289349999,-3.06829902499993,91,1302603_ETE_40,ETE Nova Vitória - ETE III,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919920943,-3.06839559099996,92,1302603_ETE_41,ETE Nova Vitória - ETE IV,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9198598629999,-3.06848810399993,93,1302603_ETE_42,ETE Nova Vitória - ETE IX,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919879769,-3.06829356799994,94,1302603_ETE_43,ETE Nova Vitória - ETE V,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919928633,-3.06834529799994,95,1302603_ETE_44,ETE Nova Vitória - ETE Vi,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919759154,-3.06843624399994,96,1302603_ETE_45,ETE Nova Vitória - ETE VII,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919769924,-3.06832959799993,97,1302603_ETE_46,ETE Nova Vitória - ETE VIII,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.919912455,-3.06845208199996,98,1302603_ETE_47,ETE Nova Vitória - ETE X,477,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.9411584659999,-3.03318578399995,99,1302603_ETE_75,ETE Viver Melhor III,4764,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,1302603,RM Manaus - AM,SIM
-59.976716198,-2.99056404599997,100,1302603_ETE_36,ETE Lagoa área 13,4811223,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.60000002,0,0,1302603,RM Manaus - AM,LAG
-59.9824065459999,-2.99120805099994,101,1302603_ETE_37,ETE Lagoa área 14,4811223,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.60000002,0,0,1302603,RM Manaus - AM,LAG
-59.999683772,-3.08086572299993,102,1302603_ETE_7,ETE Barra Bela,4764,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.023295618,-3.08784218099993,103,1302603_ETE_19,ETE Eldorado,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-59.965031025,-3.10776989599998,104,1302603_ETE_20,ETE Eliza Miranda,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.028917517,-3.09585386399993,105,1302603_ETE_35,ETE Jornalistas,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.032295785,-3.07358329899995,106,1302603_ETE_48,ETE Ouro Verde,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.0204127059999,-3.07986275599995,107,1302603_ETE_57,ETE Samambaias,48111,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-59.981718198,-3.04850862999996,108,1302603_ETE_61,ETE Timbiras,4764,0,Ativa,Não,Sim,Lodos Ativados Convencional, ,0,0.85000002,0,0,1302603,RM Manaus - AM,LAT
-60.057380118,-3.11272091299998,109,1302603_ETE_8,ETE Bombeamento I,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.053492745,-3.11111982499995,110,1302603_ETE_9,ETE Bombeamento III,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.035279239,-3.08347584699993,111,1302603_ETE_59,ETE Sapolândia I,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.035074328,-3.08282475799996,112,1302603_ETE_60,ETE Sapolândia II,48111,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-59.9424057589999,-3.03246626199996,113,1302603_ETE_74,ETE Viver Melhor II,4764,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,1302603,RM Manaus - AM,RAN
-60.0164042869999,-3.14132667499996,114,1302603_ETE_1,EPC Educandos,48111,0,Ativa,Não,Sim,EPC - Estação de Pré Condicionamento (Peneiramento/Gradeamento/Primário),Emissário submarino,0,0.30000001,0,0,1302603,RM Manaus - AM,SIM
-59.931653556,-3.03343159699995,115,1302603_ETE_2,ETE AH - 01,4764,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
-59.935232145,-3.03734310799996,116,1302603_ETE_3,ETE AH - 03,4764,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
-60.057173748,-3.09702773499993,117,1302603_ETE_6,ETE Ayapuá,48111,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
-59.9640436239999,-3.07753819399994,118,1302603_ETE_33,ETE João Bosco Aleixo,4764,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados, ,0,0.85000002,0,0,1302603,RM Manaus - AM,RAN
