X,Y,OBJECTID,ETE_CD,ETE_NM,ETE_ACH_CD,ETE_AA_OPERACAO,ETE_DS_STATUS,ETE_DS_INTEGRADO,ETE_DS_TOTAL,ETE_DS_TIPOLOGIA,ETE_NM_CORPORECEPTOR,ETE_QT_POPPROJ,ETE_PC_REMOCAODBO,ETE_PC_REMOCAOP,ETE_PC_REMOCAON,ETE_MUN_CD_IBGE,ETE_NM_REGIAOMETROP,ETE_DS_TIPOLOGRESUMIDA
-38.711691995,-4.23462899999993,566,2311603_ETE_1,ETE Redenção,7535875,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,2311603, ,RAN
-37.9529909999999,-4.91958199999993,567,2311801_ETE_1,ETE Russas,7541424,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.80000001,0,0,2311801, ,RAN
-40.457725,-7.27767599999993,568,2311959_ETE_1,ETE Salitre,7548947,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoa de Maturação, ,0,0.80000001,0,0,2311959, ,LAG
-40.871436,-4.04928899999993,569,2312304_ETE_1,ETE São Benedito - CE,741429991,0,Ativa,Não,Sim,Lagoas Facultativas em Série + Lagoa de Maturação, ,0,0.81999999,0,0,2312304, ,LAG
-38.9484219999999,-3.60621099999997,570,2312403_ETE_2,ETE São Gonçalo do Amarante,7535242,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoas de Maturação em Série, ,0,0.50999999,0,0,2312403,RM Fortaleza - CE,LAG
-38.8299919999999,-3.56316699999996,571,2312403_ETE_1,ETE Pecem,75353212,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa + Lagoa de Maturação, ,0,0.55000001,0,0,2312403,RM Fortaleza - CE,LAG
-40.371634,-3.68403299999994,572,2312908_ETE_9,ETE Vila União,7521961,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.75,0,0,2312908, ,LAG
-40.3797002219999,-3.66421152399994,573,2312908_ETE_1,ETE Cidade Dr. José Euclides Ferreira Gomes Jr.,7521963,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.77999997,0,0,2312908, ,LAG
-40.362379,-3.69545399999993,574,2312908_ETE_5,ETE Dom José,7521961,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.60000002,0,0,2312908, ,LAG
-40.3604589999999,-3.69763199999994,575,2312908_ETE_7,ETE Padre Palhano,7521961,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoa de Maturação, ,0,0.60000002,0,0,2312908, ,LAG
-40.334598,-3.71205199999997,576,2312908_ETE_2,ETE COHAB I,75232,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.60000002,0,0,2312908, ,LAG
-40.334082,-3.67942399999993,577,2312908_ETE_4,ETE Derby,752194,0,Ativa,Não,Sim,Lagoa Anaeróbia, ,0,0.73000002,0,0,2312908, ,LAG
-40.3309399999999,-3.69999699999994,578,2312908_ETE_3,ETE COHAB II,75232,0,Ativa,Não,Sim,Lagoa Anaeróbia, ,0,0.73000002,0,0,2312908, ,LAG
-40.3210112949999,-3.69372656599995,579,2312908_ETE_6,ETE Nações - Sobral,7521851,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoa de Maturação, ,0,0.60000002,0,0,2312908, ,LAG
-38.121387,-5.24343899999997,580,2313104_ETE_1,ETE Tabuleiro do Norte,7541681,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.41,0,0,2313104, ,LAG
-39.7575849999999,-6.68109499999997,581,2313252_ETE_1,ETE Tarrafas,7546515,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,2313252, ,RAN
-40.296029,-6.02765499999992,582,2313302_ETE_2,ETE Tauá,7549615,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoa de Maturação, ,0,0.80000001,0,0,2313302, ,LAG
-40.987089,-3.74483099999998,583,2313401_ETE_1,ETE Cibrazém,7516297,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,2313401, ,RAN
-41.013817,-3.73569999999995,584,2313401_ETE_2,ETE São Gonçalo - Tianguá,7516295,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa + Lagoas de Maturação em Série, ,0,0.79000002,0,0,2313401, ,LAG
-39.272975,-3.27460599999995,585,2313500_ETE_1,ETE Trairi,7533614,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.56999999,0,0,2313500,RM Fortaleza - CE,LAG
-40.5510219999999,-3.31413299999997,586,2313906_ETE_1,ETE Uruoca,7518943,0,Ativa,Não,Sim,Lagoa Facultativa + Lagoa de Maturação, ,0,0.80000001,0,0,2313906, ,LAG
-48.048353463,-16.0325840859999,587,5300108_ETE_1,ETE ALG 001 (Alagado),86969265,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoas de Maturação em Série + Disposição no Solo, ,0,0.97000003,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-47.908199,-15.8437529999999,588,5300108_ETE_3,ETE BSB 001 (ETEB Sul),86968932,0,Ativa,Não,Sim,Lodos Ativados com Remoção Biológica de Nutrientes (N e P) + Flotação/Sedimentação/Filtração Quimicamente Assistidas, ,0,0.98000002,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,QBI
-47.8792819999999,-15.742451,589,5300108_ETE_4,ETE BSB 002 (ETEB Norte),86968822,0,Ativa,Não,Sim,Lodos Ativados com Remoção Biológica de Nutrientes (N e P) + Flotação/Sedimentação/Filtração Quimicamente Assistidas, ,0,0.98000002,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,QBI
-48.215833,-15.673333,590,5300108_ETE_2,ETE BRZ 001 (Brazlândia),869694673,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.97000003,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,LAG
-48.099082484,-16.025742501,591,5300108_ETE_5,ETE GAM 001 - Gama,869692736,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados de Aeração Prolongada, ,0,0.99000001,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-48.152666774,-15.865896693,592,5300108_ETE_6,ETE MCH 001 (Melchior),869694473,0,Ativa,Não,Sim,Reator Anaeróbio + Lodos Ativados UNITANK, ,0,0.97000003,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-47.770061187,-15.7817790679999,593,5300108_ETE_8,ETE PRN 001 - Paranoá,8696875,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoas de Maturação em Série + Disposição no Solo, ,0,0.95999998,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-47.6725,-15.646111,594,5300108_ETE_7,ETE PLT 001 - Planaltina,86968683,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoa Facultativa +  Lagoa de Maturação, ,0,0.93000001,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-48.1135952619999,-15.9324682889999,595,5300108_ETE_9,ETE RCE 001 - Recanto das Emas,86969291,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoa Aerada + Lagoas Facultativas em Série, ,0,0.97000003,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-48.0209447299999,-15.892203674,596,5300108_ETE_10,ETE RFN 001 - Riacho Fundo,86968965,0,Ativa,Não,Sim,Lodos Ativados em Batelada - SBR Sequencing Batch Reactor/ICEAS Aeração Prolongada c/Ciclos Intermitentes, ,0,0.94999999,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,LAT
-48.1528002649999,-15.878218338,597,5300108_ETE_11,ETE SAM 001 (Samambaia),86969448,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoa Facultativa +  Lagoas de Maturação em Série, ,0,0.99000001,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-48.015327519,-16.027835506,598,5300108_ETE_13,ETE SMA 001 (Santa Maria),869691696,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoas de Maturação em Série + Disposição no Solo, ,0,0.98000002,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-47.747778,-15.901111,599,5300108_ETE_14,ETE SSB 001 - São Sebastião,869685963,0,Ativa,Não,Sim,Reator Anaeróbio + Disposição no Solo + Lagoa de Maturação, ,0,0.98000002,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-39.824283,-18.715952,600,3204906_ETE_2,ETE Jacuá - São Mateus,7758159,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,3204906, ,RAN
-47.812778,-15.6605559999999,601,5300108_ETE_12,ETE SBR 001 - Sobradinho,869686453,0,Ativa,Não,Sim,Primário Quimicamente Assistido (CEPT) + Lodos Ativados, ,0,0.93000001,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,QBI
-47.912606153,-15.7206887689999,602,5300108_ETE_15,ETE Torto,86968823,0,Inativa/abandonada/desativada,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-47.663333,-15.6833329999999,603,5300108_ETE_16,ETE VAM 001 - Vale do Amanhecer,8696867,0,Ativa,Não,Sim,Reator Anaeróbio + Lagoa Aerada/Lagoa Facultativa Aerada + Lagoa Decantação/Facultativa/Maturação, ,0,0.97000003,0,0,5300108,RIDE - Região Integrada de Desenvolvimento do Distrito Federal e Entorno - DF,RAN
-40.746198071,-20.656852909,604,3200300_ETE_4,ETE Sede - Alfredo Chaves,7775655,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,3200300, ,RAN
-40.746198071,-20.656852909,605,3200300_ETE_2,ETE Imigrante,7775655,0,Ativa,Não,Sim,Fossa Séptica/Tanque Imhoff/Decanto-Digestor/Biodigestor, ,0,0.60000002,0,0,3200300, ,SIM
-40.746198071,-20.656852909,606,3200300_ETE_1,ETE Cachoeirinha - Alfredo Chaves,7775655,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,3200300, ,RAN
-40.746198071,-20.656852909,607,3200300_ETE_3,ETE Matilde,7775655,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,3200300, ,RAN
-40.639191753,-20.7964602879999,608,3200409_ETE_1,ETE Anchieta - Es,7775613,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,3200409, ,RAN
-40.577083,-20.7688059999999,609,3200409_ETE_2,ETE Maembá,777557,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,3200409, ,RAN
-40.1683449999999,-19.9490299999999,610,3200607_ETE_3,ETE Piraqueaçu,777141,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.89999998,0,0,3200607, ,LAG
-40.111760392,-19.914548587,611,3200607_ETE_2,ETE Mar Azul,7771381,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.75,0,0,3200607, ,LAG
-40.2569294699999,-19.6743781229999,612,3200607_ETE_1,ETE Guaraná,7771267,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.75,0,0,3200607, ,RAN
-40.272905,-19.797321,613,3200607_ETE_6,ETE Vila Santi,7771327,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,3200607, ,RAN
-40.267166,-19.8399509999999,614,3200607_ETE_4,ETE Solar Bitti (Bairro Primavera),7771343,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.88999999,0,0,3200607, ,RAN
-40.2749739999999,-19.84831,615,3200607_ETE_5,ETE Vale Verde,77713893,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.80000001,0,0,3200607, ,RAN
-41.032873003,-19.508074709,616,3200805_ETE_1,ETE Rosário 2,776195,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio + Decantador,Córrego Sapucaia,0,0.85000002,0,0,3200805, ,RAN
-40.8878559999999,-18.7448479999999,617,3200904_ETE_1,ETE Barra de São Francisco,77582413,0,Ativa,Não,Sim,Lagoa Anaeróbia, ,0,0.73000002,0,0,3200904, ,LAG
-41.6564549999999,-21.121954,618,3201100_ETE_1,ETE Bom Jesus do Norte,7778573,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.86000001,0,0,3201100, ,LAG
-41.2868871479999,-20.139132553,619,3201159_ETE_1,ETE Brejetuba,776186955,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico,Rio São Domingos,0,0.69999999,0,0,3201159, ,SIM
-41.093578,-20.857064,620,3201209_ETE_1,ETE Coronel Borges,7776353,0,Ativa,Não,Sim,Lodos Ativados de Aeração Prolongada, ,0,0.89999998,0,0,3201209, ,LAT
-41.20375,-20.863917,621,3201209_ETE_2,ETE Córregos dos Monos,7776365,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio + Decantador, ,0,0.82999998,0,0,3201209, ,SIM
-40.3686089999999,-20.3668109999999,622,3201308_ETE_1,ETE Bandeirantes,7774145,0,Ativa,Não,Sim,Lodos Ativados UNITANK, ,0,0.97000003,0,0,3201308,RM Grande Vitória - ES,LAT
-40.366394923,-20.3866250739999,623,3201308_ETE_5,ETE Jardim Botânico,7774141,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.80000001,0,0,3201308,RM Grande Vitória - ES,RAN
-40.389607887,-20.3680737679999,624,3201308_ETE_8,ETE Padre Gabriel,777421,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,3201308,RM Grande Vitória - ES,RAN
-40.401168199,-20.289151884,625,3201308_ETE_2,ETE Campo Verde,777322,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.80000001,0,0,3201308,RM Grande Vitória - ES,RAN
-40.3926,-20.281464,626,3201308_ETE_3,ETE Flexal,777321,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,3201308,RM Grande Vitória - ES,LAG
-40.372316,-20.317371,627,3201308_ETE_9,ETE Vila Oasis,77734,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.80000001,0,0,3201308,RM Grande Vitória - ES,RAN
-40.383257,-20.2666669999999,628,3201308_ETE_7,ETE Nova Rosa da Penha,777212,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,3201308,RM Grande Vitória - ES,LAG
-40.4308589999999,-20.267794,629,3201308_ETE_6,ETE Mocambo,777224,0,Ativa,Não,Sim,Fossa Séptica/Tanque Imhoff/Decanto-Digestor/Biodigestor, ,0,0.5,0,0,3201308,RM Grande Vitória - ES,SIM
-40.4231109999999,-20.34,630,3201308_ETE_4,ETE Formate,7774271,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.80000001,0,0,3201308,RM Grande Vitória - ES,RAN
-41.2065739929999,-20.6464631759999,631,3201407_ETE_1,ETE Castelo,777645,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.85000002,0,0,3201407, ,RAN
-40.6673141009999,-19.541085348,632,3201506_ETE_1,ETE Acampamento,7761713,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.73000002,0,0,3201506, ,RAN
-40.701111,-19.529166,633,3201506_ETE_2,ETE Columbia,7761716,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,3201506, ,SIM
-40.650962965,-20.370389174,634,3201902_ETE_5,ETE Domingos Martins,7774731,0,Ativa,Não,Sim,Lodos Ativados de Aeração Prolongada, ,0,0.83999997,0,0,3201902, ,LAT
-40.4012499999999,-19.933056,635,3202207_ETE_1,ETE Fundão - ES,7771657,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio + Decantador, ,0,0.75,0,0,3202207,RM Grande Vitória - ES,RAN
-40.4665919999999,-19.250059,636,3202256_ETE_1,ETE Sede - Governador Lindenberg,776122623,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.73000002,0,0,3202256, ,RAN
-40.4966032679999,-20.649530746,637,3202405_ETE_1,ETE Aeroporto,777533,0,Ativa,Não,Sim,Lodos Ativados UNITANK,Canal Guarapari,85050,0.95999998,0,0,3202405,RM Grande Vitória - ES,LAT
-40.4683616249999,-20.621009935,638,3202405_ETE_2,ETE Jabaraí,7775321,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,3202405,RM Grande Vitória - ES,RAN
-40.3566069999999,-19.839485,639,3202504_ETE_1,ETE Bairro São Benedito,7771465,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.89999998,0,0,3202504, ,LAG
-40.8072652879999,-20.794039593,640,3202603_ETE_2,ETE Duas Barras - Iconha,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.8072652879999,-20.794039593,641,3202603_ETE_6,ETE Monte Belo,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.8072652879999,-20.794039593,642,3202603_ETE_5,ETE Ilha do Santo Inácio,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.8072652879999,-20.794039593,643,3202603_ETE_1,ETE Bom Destino,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.8072652879999,-20.794039593,644,3202603_ETE_7,ETE Novo Horizonte - Iconha,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.814556,-20.790333,645,3202603_ETE_8,ETE Paraíso - Iconha,77758233,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.80000001,0,0,3202603, ,SIM
-40.8072652879999,-20.794039593,646,3202603_ETE_3,ETE Esplanada,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.8072652879999,-20.794039593,647,3202603_ETE_9,ETE Vale do Sol,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.8072652879999,-20.794039593,648,3202603_ETE_4,ETE Ilha do Coco,77758232,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.72000003,0,0,3202603, ,SIM
-40.852139,-19.7974169999999,649,3202702_ETE_3,ETE Itaguaçu,776172371,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio + Filtro Anaeróbio + Decantador + Filtro Aeróbio, ,0,0.93000001,0,0,3202702, ,RAN
-40.877678439,-19.8616153569999,650,3202900_ETE_1,ETE Itarana,77617251,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo),"Rio Santa Joana (303.287 E, 7.802.719 N)",0,0.82999998,0,0,3202900, ,RAN
-40.0593289999999,-18.9052389999999,651,3203056_ETE_2,ETE Boa Vista I,77594762,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.64999998,0,0,3203056, ,RAN
-40.0682088189999,-18.9014712589999,652,3203056_ETE_3,ETE Nova Esperança - Jaguaré,77594762,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,3203056, ,SIM
-40.0720729779999,-18.902695115,653,3203056_ETE_4,ETE Palmital - Jaguaré,77594762,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,3203056, ,SIM
-40.0706636419999,-18.912576932,654,3203056_ETE_5,ETE Pancini I,775947616,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,3203056, ,SIM
-40.0701212769999,-18.912103283,655,3203056_ETE_6,ETE Pancini II,775947616,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,3203056, ,SIM
-40.007156101,-18.993696116,656,3203056_ETE_1,ETE Barra Seca de Cima,775947611,0,Ativa,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.55000001,0,0,3203056, ,SIM
-41.3886832699999,-20.7815360179999,657,3203106_ETE_1,ETE Jerônimo Monteiro,7776561,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.94999999,0,0,3203106, ,RAN
-41.0621951639999,-19.893128792,658,3203163_ETE_1,ETE Laranja da Serra,77618393,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano),Rio Guandu,0,0.87,0,0,3203163, ,LAG
-40.031313429,-19.3990782229999,659,3203205_ETE_4,ETE Interlagos,7759896,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.75,0,0,3203205, ,RAN
-40.052422522,-19.3540373119999,660,3203205_ETE_5,ETE Movelar,7759896,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico,Córrego do Mosquito / Lagoa da Testa,0,0.93000001,0,0,3203205, ,RAN
-40.1471487389999,-19.51810604,661,3203205_ETE_6,ETE Rio Quartel,7771283,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.92000002,0,0,3203205, ,RAN
-40.068525429,-19.3262765759999,662,3203205_ETE_3,ETE Canivete,7759892,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.5,0,0,3203205, ,RAN
-40.1219311369999,-19.4735064979999,663,3203205_ETE_2,ETE Bebedouro,7771283,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Anaeróbio/Biológico, ,0,0.27000001,0,0,3203205, ,RAN
-40.046087805,-19.4074643609999,664,3203205_ETE_1,ETE Aviso,7759896,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.95999998,0,0,3203205, ,RAN
-41.128420607,-18.8647193479999,665,3203304_ETE_1,ETE Mantenópolis,77582897,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.69,0,0,3203304, ,RAN
-40.542274133,-19.4200017499999,666,3203353_ETE_4,ETE Sede - Marilândia,776139673,2001,Inativa/abandonada/desativada,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo),Córrego Liberdade e Rio Graça Aranha,0,0.5,0,0,3203353, ,RAN
-40.5154271879999,-18.0914330639999,667,3203601_ETE_1,ETE Mucurici,775789494,0,Inativa/abandonada/desativada,Não,Sim,Fossa Séptica + Filtro Anaeróbio/Biológico, ,0,0.56,0,0,3203601, ,SIM
-41.4227153749999,-20.462292372,668,3203700_ETE_1,ETE Muniz Freire,7776813,0,Ativa,Não,Sim,Lodos Ativados de Aeração Prolongada, ,0,0.89999998,0,0,3203700, ,LAT
-39.937247,-18.3096879999999,669,3204054_ETE_1,ETE Pedro Canário,7757851,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.54000002,0,0,3204054, ,RAN
-40.743176467,-20.8363405659999,670,3204203_ETE_1,ETE Piúma,777574,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.75,0,0,3204203, ,LAG
-40.5358419999999,-18.118439,671,3204252_ETE_1,ETE Ponto Bello,775789496,0,Ativa,Não,Sim,Lagoa Facultativa, ,0,0.88,0,0,3204252, ,LAG
-40.315058,-19.269945,672,3204351_ETE_1,ETE Rio Bananal,77613237,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio + Decantador, ,0,0.95999998,0,0,3204351, ,RAN
-40.513002969,-20.1026698389999,673,3204500_ETE_1,ETE Santa Leopoldina,7772551,0,Ativa,Não,Sim,Reator Anaeróbio + Filtro Aeróbio (FBAS/FBP/BAS/FAE/FBN/Filtro Russo), ,0,0.75,0,0,3204500, ,RAN
-40.746474352,-20.0318662129999,674,3204559_ETE_4,ETE Santa Maria de Jetibá,777275,0,Ativa,Não,Sim,Lodos Ativados de Aeração Prolongada, ,0,0.89999998,0,0,3204559, ,LAT
-40.5777889999999,-19.942061,675,3204609_ETE_1,ETE Santa Teresa,777162931,0,Ativa,Não,Sim,Reator Anaeróbio + Floculação Quimicamente Assistida + Flotação, ,0,0.75999999,0,0,3204609, ,QBI
-40.5252879999999,-19.054133,676,3204708_ETE_1,ETE São Gabriel da Palha,77612521,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa + Lagoa de Maturação, ,0,0.81999999,0,0,3204708, ,LAG
-39.853425,-18.7430469999999,677,3204906_ETE_5,ETE Seac - São Mateus,77581542,0,Ativa,Não,Sim,Lagoa Anaeróbia + Lagoa Facultativa/Lagoa de Decantação (Sistema Australiano), ,0,0.81999999,0,0,3204906, ,LAG
-39.831044,-18.716133,678,3204906_ETE_1,ETE Buritis I,7758159,0,Ativa,Não,Sim,"Reator Anaeróbio (RAFA, RALF, UASB, DAFA)", ,0,0.68000001,0,0,3204906, ,RAN
